AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88605.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$88596.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$88587.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88512.00
58030,OUS - Oregon State University,Administrator 1-Univ Dgtl Mktg,Executive/Admin and managerial,Full-Time,$88296.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88290.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$88182.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88044.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88002.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$88002.00
58030,OUS - Oregon State University,Administrator 2-Univ Comm&Mktg,Executive/Admin and managerial,Full-Time,$87996.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$87780.00
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,$87768.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$87756.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$87672.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$87672.00
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,$87660.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$87570.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$87564.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$87561.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$87561.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$87561.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$87558.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$87504.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$87360.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$87324.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$87276.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$87216.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$87192.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$87192.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$87096.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$87057.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$87005.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$87005.00
58030,OUS - Oregon State University,Administrator 1-Univ Comm&Mktg,Executive/Admin and managerial,Full-Time,$86988.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86985.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86769.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86760.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86676.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86652.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,$86592.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$86568.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86535.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86535.00
58030,OUS - Oregon State University,Administrator 3-Acad & Res IT,Executive/Admin and managerial,Full-Time,$86256.00
58030,OUS - Oregon State University,Administrator 2-Ath Bus Ops,Executive/Admin and managerial,Full-Time,$86244.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$86172.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86148.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86148.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86148.00
58030,OUS - Oregon State University,Specialist 2-Architect,Other professionals,Full-Time,$86136.00
58030,OUS - Oregon State University,Administrator 2-Bus Affairs,Executive/Admin and managerial,Full-Time,$86088.00
58030,OUS - Oregon State University,Administrator 2-Bus Affairs,Executive/Admin and managerial,Full-Time,$86064.00
58030,OUS - Oregon State University,Administrator 3-Student Servs,Executive/Admin and managerial,Full-Time,$86064.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$86031.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86013.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$86004.00
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,$86004.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$86004.00
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,$86004.00
58030,OUS - Oregon State University,Specialist 2-Strategic,Other professionals,Full-Time,$86004.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$86004.00
58030,OUS - Oregon State University,Administrator 3-IT Architect,Executive/Admin and managerial,Full-Time,$85980.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$85800.00
58030,OUS - Oregon State University,Officer-Compl 2,Other professionals,Full-Time,$85764.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$85728.00
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,$85716.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85707.00
58030,OUS - Oregon State University,Coordinator-Equity & Incl,Other professionals,Full-Time,$85548.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85500.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85500.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85500.00
58030,OUS - Oregon State University,Administrator 2-Unit Bus Ops,Executive/Admin and managerial,Full-Time,$85500.00
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,$85500.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85500.00
58030,OUS - Oregon State University,Manager 1-BSG,Executive/Admin and managerial,Full-Time,$85488.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85473.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85356.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85347.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85329.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85320.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$85308.00
58030,OUS - Oregon State University,Specialist 2-Strategic,Other professionals,Full-Time,$85284.00
58030,OUS - Oregon State University,Specialist 2-Engineer,Other professionals,Full-Time,$85188.00
58030,OUS - Oregon State University,Manager 1-Campus Planning,Executive/Admin and managerial,Full-Time,$85188.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$85188.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$85152.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$85104.00
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,$85104.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$85020.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85008.00
58030,OUS - Oregon State University,Specialist 1-EEO,Other professionals,Full-Time,$85008.00
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,$85008.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85005.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$85005.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$84997.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84987.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$84984.00
58030,OUS - Oregon State University,Administrator 3-IT Services,Executive/Admin and managerial,Full-Time,$84984.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$84852.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84840.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84792.00
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,$84792.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$84744.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84648.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84636.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84636.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$84528.00
58030,OUS - Oregon State University,Administrator 1-Acad Program 2,Executive/Admin and managerial,Full-Time,$84528.00
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,$84480.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84474.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84474.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84474.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84375.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84375.00
58030,OUS - Oregon State University,Administrator 1-Memorial Union,Executive/Admin and managerial,Full-Time,$84348.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84303.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$84222.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84159.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$84132.00
58030,OUS - Oregon State University,Administrator 3-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,$84120.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$84069.00
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,$84012.00
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,$84000.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83928.00
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,$83856.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83796.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83781.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83763.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83754.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$83724.00
58030,OUS - Oregon State University,Administrator 2-Acad & Res IT,Executive/Admin and managerial,Full-Time,$83652.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$83568.00
58030,OUS - Oregon State University,Administrator 2-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,$83556.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83547.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$83472.00
58030,OUS - Oregon State University,Administrator 2-IT Technical,Executive/Admin and managerial,Full-Time,$83472.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$83448.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$83448.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83430.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$83412.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$83388.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83364.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$83331.00
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,$83328.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83313.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83295.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$83220.00
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,$83040.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83034.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$83032.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$83007.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$83007.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$83007.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$82992.00
58030,OUS - Oregon State University,Manager 1-IT Operations,Executive/Admin and managerial,Full-Time,$82956.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$82926.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$82800.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$82560.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$82494.00
